weight logl b a g i0
0.000000000000000000e+00 -3.027300264912910938e+13 1.416666442349551192e+00 7.143009278571949494e+01 2.500000000000000000e-01 1.495441391271348230e+01
0.000000000000000000e+00 -3.006264955353257422e+13 1.418601210320300066e+00 7.072782959526284685e+01 2.500000000000000000e-01 1.230437603726137752e+01
0.000000000000000000e+00 -2.988988682358799609e+13 1.003449825895568193e+00 1.995075880592386852e+01 2.500000000000000000e-01 8.180577717693926942e+00
0.000000000000000000e+00 -2.911825513470603906e+13 1.413925295129723203e+00 7.524298128171425049e+01 2.500000000000000000e-01 2.117549835752731369e+01
0.000000000000000000e+00 -2.882431459633177344e+13 8.719436717524780001e-01 7.485437305585853629e+00 2.500000000000000000e-01 1.221107226823186842e+01
0.000000000000000000e+00 -2.880141193653555469e+13 1.169502719963241955e+00 3.882233307640819220e+01 2.500000000000000000e-01 6.566759392348608948e+00
0.000000000000000000e+00 -2.851737242368900000e+13 1.604753597199448212e+00 9.724004839263268707e+01 2.500000000000000000e-01 1.489686608381810018e+01
0.000000000000000000e+00 -2.814427138911589844e+13 1.511506014878697401e+00 8.083482148257333222e+01 2.500000000000000000e-01 6.369434781143998414e+00
0.000000000000000000e+00 -2.712100482349705078e+13 1.443731773833947685e+00 8.184125724842498073e+01 2.500000000000000000e-01 1.911503969991000673e+01
0.000000000000000000e+00 -2.695434620666109375e+13 1.513299778341609558e+00 8.444000870351391086e+01 2.500000000000000000e-01 7.473246502934394186e+00
0.000000000000000000e+00 -2.667142097583122656e+13 1.117256838126896357e+00 4.149848229414132561e+01 2.500000000000000000e-01 1.958505168562026810e+01
0.000000000000000000e+00 -2.653611835065983984e+13 1.241263888693296291e+00 5.752873298766450461e+01 2.500000000000000000e-01 2.004957438579540252e+01
0.000000000000000000e+00 -2.641797724904353516e+13 1.432889396201962429e+00 8.343656112114325651e+01 2.500000000000000000e-01 2.394214862408919231e+01
0.000000000000000000e+00 -2.605446459491287500e+13 9.790642460490250887e-01 2.027074123120831572e+01 2.500000000000000000e-01 9.654860189548589489e+00
0.000000000000000000e+00 -2.557709366347146875e+13 1.046975355169930122e+00 3.333922604231576514e+01 2.500000000000000000e-01 1.859046885129574989e+01
0.000000000000000000e+00 -2.546827939770780859e+13 1.531024465059308337e+00 9.428584433765551864e+01 2.500000000000000000e-01 1.384268086016277799e+01
0.000000000000000000e+00 -2.524064179663485156e+13 1.433839423148566272e+00 8.330615646547491338e+01 2.500000000000000000e-01 1.641033170654977980e+01
0.000000000000000000e+00 -2.480701710273804688e+13 1.118325774484350221e+00 3.555931691941958661e+01 2.500000000000000000e-01 5.669914210438989244e+00
0.000000000000000000e+00 -2.448573810237485156e+13 8.802111224064730344e-01 1.321228578990928959e+01 2.500000000000000000e-01 2.042656626493336702e+01
0.000000000000000000e+00 -2.443339943833000781e+13 1.272068723520217493e+00 6.438780363130632622e+01 2.500000000000000000e-01 1.867113441905328841e+01
0.000000000000000000e+00 -2.433699113667410938e+13 9.283181410718666093e-01 1.953958668891664274e+01 2.500000000000000000e-01 2.032953595402843305e+01
0.000000000000000000e+00 -2.395627212657665625e+13 1.161476478648559407e+00 5.134321095917005806e+01 2.500000000000000000e-01 2.154434682434468584e+01
0.000000000000000000e+00 -2.370668507159046094e+13 1.415624627823436565e+00 8.351719952064594565e+01 2.500000000000000000e-01 1.489160132716919271e+01
0.000000000000000000e+00 -2.357371132254964453e+13 1.402658840730406142e+00 7.370851444883010117e+01 2.500000000000000000e-01 4.755459363050914767e+00
0.000000000000000000e+00 -2.354758575134871875e+13 1.671909873908571154e+00 8.499553763992894062e+01 2.500000000000000000e-01 1.450633948936658202e-01
0.000000000000000000e+00 -2.324639351185818359e+13 1.530852823938483986e+00 9.876828093545169907e+01 2.500000000000000000e-01 1.199126693650236852e+01
0.000000000000000000e+00 -2.288996850360282422e+13 7.977089014037890280e-01 1.803598549309825660e+00 2.500000000000000000e-01 1.827399851283486498e+01
0.000000000000000000e+00 -2.258799590722096094e+13 1.405038602528338343e+00 8.774194046957705950e+01 2.500000000000000000e-01 2.228819066186418141e+01
0.000000000000000000e+00 -2.248177539687138281e+13 1.519291613405200581e+00 9.488055293999767059e+01 2.500000000000000000e-01 6.781318424493512964e+00
